area_fips,2020,2023,difference,percentage_of_2023
06003,1346,2600,1254,48.23076923076923
06005,23078,24778,1700,6.860925014125434
06007,150436,157408,6972,4.429253913397032
06009,19262,20326,1064,5.23467480074781
06011,16952,18330,1378,7.5177304964539005
06013,680690,747426,66736,8.928776895639166
06015,15240,16094,854,5.306325338635516
06017,108400,116742,8342,7.145671652018983
06019,752466,841340,88874,10.563386977916181
06021,19016,18714,-302,-1.6137650956503153
06023,93940,101466,7526,7.417262925511994
06025,121330,129644,8314,6.412946221961679
06027,14062,15312,1250,8.163531870428423
06029,638492,686730,48238,7.024303583650052
06031,94206,101404,7198,7.0983393160033135
06033,31002,33186,2184,6.581088410775628
06035,18466,18116,-350,-1.9319938176197835
06037,8230246,9090550,860304,9.463717816853766
06039,99908,113112,13204,11.673385670839522
06041,208948,224468,15520,6.91412584421833
06043,8914,11552,2638,22.835872576177284
06045,59392,64034,4642,7.249273823281381
06047,152116,164718,12602,7.650651416360082
06049,4832,5220,388,7.432950191570881
06051,12526,16038,3512,21.89799226836264
06053,330712,355042,24330,6.852710383560255
06055,133840,151654,17814,11.746475529824469
06057,60428,70390,9962,14.152578491262963
06059,3007880,3338142,330262,9.893587510657126
06061,327360,369400,42040,11.380617217108826
06063,11686,12256,570,4.650783289817233
06065,1481454,1653800,172346,10.421211754746643
06067,1308754,1436632,127878,8.901235667867624
06069,31316,33824,2508,7.4148533585619685
06071,1559774,1716768,156994,9.144741747283266
06073,2740044,3086052,346008,11.211995131643926
06075,1330426,1439948,109522,7.605969104439883
06077,514800,572636,57836,10.099958787082894
06079,215082,237096,22014,9.284846644397206
06081,769404,845178,75774,8.965448698380696
06083,366304,420694,54390,12.928636966536247
06085,2096744,2252918,156174,6.93207653363327
06087,189284,203356,14072,6.919884340762013
06089,129850,138512,8662,6.2536097955411805
06091,1046,1154,108,9.358752166377817
06093,25612,27356,1744,6.375201052785496
06095,263264,286216,22952,8.019118428040361
06097,382798,414600,31802,7.670525808007718
06099,366190,391282,25092,6.412766240205274
06101,59894,64056,4162,6.497439740227301
06103,37248,40240,2992,7.435387673956262
06105,5218,5568,350,6.2859195402298855
06107,310604,352058,41454,11.774764385413768
06109,31652,34768,3116,8.962264150943396
06111,619286,664814,45528,6.848231234600956
06113,205742,217004,11262,5.189766087261064
06115,37518,41692,4174,10.011513000095942
06999,781210,1076698,295488,27.44390720517731
08000,5647900,6297790,649890,10.319334242647024
08001,453244,499224,45980,9.210294376872907
08003,15854,16420,566,3.4470158343483557
08005,643312,684098,40786,5.9620112907799765
08007,8472,9626,1154,11.988364845210887
08009,2228,2398,170,7.089241034195163
08011,2128,2354,226,9.60067969413764
08013,358054,392970,34916,8.885156627732396
08014,76563,87168,10605,12.166161894273127
08015,15994,18950,2956,15.598944591029024
08017,1186,1474,288,19.53867028493894
08019,5830,7012,1182,16.856816885339416
08021,2533,3358,825,24.568195354377607
08023,1792,2052,260,12.670565302144249
08025,1726,2410,684,28.38174273858921
08027,1680,1972,292,14.807302231237324
08029,16522,17750,1228,6.918309859154929
08031,971540,1142712,171172,14.979452390453588
08033,907,1176,269,22.874149659863946
08035,259948,292748,32800,11.204175604957165
08037,66976,73122,6146,8.405131150679686
08039,7544,9748,2204,22.60976610586787
08041,555206,624540,69334,11.101610785538156
08043,27402,28622,1220,4.262455453846691
08045,49558,55084,5526,10.031951201800887
08047,6844,9174,2330,25.39786352735993
08049,14504,17544,3040,17.327861377108984
08051,17674,19606,1932,9.85412628787106
08053,247,568,321,56.51408450704225
08055,3540,3592,52,1.447661469933185
08057,1112,1142,30,2.626970227670753
08059,465298,497392,32094,6.4524560105510345
08061,781,984,203,20.630081300813007
08063,5906,6216,310,4.987129987129987
08065,4724,5666,942,16.62548535121779
08067,47026,55110,8084,14.668844129921974
08069,313294,353892,40598,11.471861471861471
08071,9486,9564,78,0.8155583437892095
08073,4354,4520,166,3.672566371681416
08075,15594,15710,116,0.7383831954169319
08077,121864,132948,11084,8.337094202244486
08079,1130,1458,328,22.496570644718794
08081,8998,9712,714,7.35172981878089
08083,17616,18834,1218,6.467027715833068
08085,30232,33834,3602,10.646095643435597
08087,24098,25756,1658,6.437334989905265
08089,11832,12384,552,4.457364341085271
08091,3830,4520,690,15.265486725663715
08093,4988,6150,1162,18.89430894308943
08095,3206,3454,248,7.180081065431384
08097,31184,38862,7678,19.757089187380988
08099,8848,9904,1056,10.662358642972535
08101,120072,125962,5890,4.676013400866928
08103,5418,5824,406,6.971153846153847
08105,7778,8646,868,10.039324543141337
08107,29710,35334,5624,15.916680817343067
08109,2978,3320,342,10.301204819277109
08111,606,736,130,17.66304347826087
08113,10918,13208,2290,17.337976983646275
08115,1574,1442,-132,-9.153952843273231
08117,44740,49932,5192,10.398141472402466
08119,13840,16642,2802,16.83691863958659
08121,1903,2414,511,21.16818558409279
08123,209516,235740,26224,11.124119792992278
08125,7904,8058,154,1.91114420451725
08999,21811,56984,35173,61.72434367541766
09000,3374239,3609907,235668,6.528367628307322
09001,780688,842410,61722,7.326836101185884
09003,973258,1011056,37798,3.7384675032836956
09005,109111,123518,14407,11.663887044803186
09007,130170,141136,10966,7.769810679061331
09009,711316,762948,51632,6.767433691418026
09011,219820,239430,19610,8.1902852608278
09013,77900,50133,-27767,-55.386671453932536
09015,66844,40830,-26014,-63.712956159686506
09999,75279,51966,-23313,-44.86202517030366
10000,928164,1014200,86036,8.483139420232694
10001,79328,85227,5899,6.921515482182876
10003,560484,608422,47938,7.879070776533393
10005,151159,170342,19183,11.261462234798229
10999,6919,8628,1709,19.807603152526656
11000,1666886,1755440,88554,5.044547236020599
11001,1426602,1521854,95252,6.258944681947151
11999,66,108,42,38.88888888888889
12000,18404662,20898218,2493556,11.931907304249577
12001,261880,279996,18116,6.470092429891855
12003,15670,14810,-860,-5.806887238352465
12005,146648,160650,14002,8.71584189231248
12007,10489,12854,2365,18.3989419635911
12009,439090,484916,45826,9.45029654620594
12011,1561124,1750990,189866,10.843351475451032
12013,6022,6334,312,4.925797284496369
12015,98898,112580,13682,12.153135548054717
12017,63998,69880,5882,8.41728677733257
12019,106444,114660,8216,7.165532879818594
12021,299988,347194,47206,13.596433118083837
12023,49074,49916,842,1.6868338809199455
12027,18802,19644,842,4.286296070046833
12029,5718,5988,270,4.509018036072145
12031,1050384,1134640,84256,7.4257914404568846
12033,272740,292702,19962,6.819905569487054
12035,48650,56522,7872,13.927320335444607
12037,6558,6910,352,5.094066570188134
12039,33372,34412,1040,3.0222015575961874
12041,7426,7572,146,1.9281563655573164
12043,3892,3978,86,2.1618903971845147
12045,7814,9002,1188,13.197067318373696
12047,5782,5962,180,3.0191211003019123
12049,13880,15318,1438,9.387648518083301
12051,24052,25552,1500,5.870381966186599
12053,89170,102092,12922,12.657211142890725
12055,53840,58338,4498,7.710240323631252
12057,1405400,1595682,190282,11.924807073088498
12059,6950,7436,486,6.5357719203873055
12061,105174,116826,11652,9.973807200451954
12063,29970,30438,468,1.537551744529864
12065,5020,5966,946,15.85652028159571
12067,2712,2696,-16,-0.5934718100890208
12069,205962,236024,30062,12.736840321323257
12071,533142,604200,71058,11.760675273088381
12073,295090,324148,29058,8.964423658328911
12075,18176,18724,548,2.926725058748131
12077,3758,3748,-10,-0.26680896478121663
12079,9092,9878,786,7.957076331241142
12081,258488,289608,31120,10.745559514930527
12083,215938,239844,23906,9.967312086189356
12085,137626,154528,16902,10.937823565955684
12086,2185346,2534722,349376,13.783602304315817
12087,80490,94110,13620,14.472425884603124
12089,47054,54900,7846,14.29143897996357
12091,171586,179990,8404,4.66914828601589
12093,23056,24822,1766,7.114656353235034
12095,1558596,1910456,351860,18.417592449132563
12097,185178,226084,40906,18.093275065904706
12099,1181420,1353378,171958,12.705836802430658
12101,247358,288900,41542,14.379370024229837
12103,861056,913422,52366,5.7329470934573505
12105,476900,528982,52082,9.845703634528206
12107,32086,34980,2894,8.273299028016009
12109,162514,198140,35626,17.980216008882607
12111,162392,181618,19226,10.585955136605403
12113,78740,87742,9002,10.259624809099405
12115,334608,385032,50424,13.096054353923831
12117,393168,428588,35420,8.264347111911672
12119,65086,80350,15264,18.996888612321094
12121,21670,24036,2366,9.843567981361291
12123,12578,13158,580,4.40796473628211
12125,4825,7014,2189,31.209010550327914
12127,339104,379228,40124,10.580442372398663
12129,12034,13182,1148,8.708845395235928
12131,55348,67570,12222,18.08790883528193
12133,11986,12464,478,3.835044929396662
12999,686392,928812,242420,26.100007321180176
13000,9456132,10426892,970760,9.31015685210895
13001,13510,14960,1450,9.692513368983956
13003,4692,4522,-170,-3.7593984962406015
13005,7214,7650,436,5.699346405228758
13007,763,854,91,10.655737704918032
13009,29778,31700,1922,6.063091482649842
13011,8406,9804,1398,14.259485924112608
13013,41284,46690,5406,11.578496466052687
13015,81332,92022,10690,11.616787289995871
13017,10678,11702,1024,8.750640916082721
13019,7218,7594,376,4.951277324203318
13021,160854,161080,226,0.1403029550533896
13023,4099,5938,1839,30.970023576961943
13025,5212,5204,-8,-0.15372790161414296
13027,6528,6672,144,2.158273381294964
13029,18018,22122,4104,18.55166802278275
13031,51200,55544,4344,7.820826731960248
13033,27624,14940,-12684,-84.8995983935743
13035,14560,16854,2294,13.611012222617777
13037,1796,2502,706,28.21742605915268
13039,28984,31214,2230,7.144230153136413
13043,6372,7226,854,11.818433434818711
13045,82416,89952,7536,8.377801494130203
13047,30518,32342,1824,5.63972543441964
13049,3794,3942,148,3.754439370877727
13051,315626,343312,27686,8.064384583119729
13053,4422,4754,332,6.983592763988221
13055,9914,10196,282,2.765790506080816
13057,133672,147462,13790,9.35156175828349
13059,135078,149290,14212,9.519726706410342
13061,1346,1216,-130,-10.69078947368421
13063,228964,265718,36754,13.831957187695226
13065,4764,5098,334,6.551588858375834
13067,731274,775534,44260,5.707035410439774
13069,34236,36256,2020,5.5714916151809355
13071,29662,31170,1508,4.837985242220083
13073,73328,78516,5188,6.607570431504407
13075,8658,9454,796,8.419716522107045
13077,82388,98910,16522,16.70407441108078
13079,2434,2448,14,0.5718954248366013
13081,16764,18094,1330,7.350502929147784
13083,7776,8678,902,10.394100023046784
13085,18172,21644,3472,16.041397153945667
13087,16146,16504,358,2.1691711100339313
13089,582436,632634,50198,7.934761647334794
13091,9400,10152,752,7.4074074074074066
13093,6520,5294,-1226,-23.15829240649792
13095,92658,92074,-584,-0.6342724330429872
13097,86440,103484,17044,16.470178964864132
13099,7884,7436,-448,-6.024744486282948
13101,1143,1350,207,15.333333333333332
13103,21390,26648,5258,19.73131191834284
13105,11222,12466,1244,9.979143269693566
13107,13600,14634,1034,7.065737324039907
13109,9178,8788,-390,-4.437869822485207
13111,12794,14392,1598,11.103390772651473
13113,89830,99730,9900,9.92680236638925
13115,77100,89040,11940,13.409703504043128
13117,152616,174062,21446,12.320897151589664
13119,15584,15800,216,1.3670886075949367
13121,1717120,1901112,183992,9.678125223553373
13123,13974,15668,1694,10.811845800357418
13125,616,774,158,20.41343669250646
13127,73536,82680,9144,11.059506531204645
13129,46770,49698,2928,5.8915851744537004
13131,12040,11838,-202,-1.706369319141747
13133,12374,14050,1676,11.9288256227758
13135,706758,771416,64658,8.381729183734846
13137,26368,28982,2614,9.01939134635291
13139,180504,204448,23944,11.711535451557364
13141,2754,2850,96,3.3684210526315788
13143,13448,15180,1732,11.409749670619236
13145,10554,13712,3158,23.030921820303384
13147,13026,15750,2724,17.295238095238094
13149,4130,4300,170,3.953488372093023
13151,139168,151604,12436,8.202949790243002
13153,124752,130222,5470,4.200519113513845
13155,3980,4112,132,3.2101167315175094
13157,71840,98208,26368,26.849136526555885
13159,4610,5048,438,8.676703645007924
13161,8406,8644,238,2.7533549282739473
13163,9418,9962,544,5.460750853242321
13165,2838,3072,234,7.6171875
13167,2292,2822,530,18.781006378454997
13169,7944,8150,206,2.5276073619631902
13171,7348,9232,1884,20.40727902946274
13173,2698,2888,190,6.578947368421052
13175,38044,40076,2032,5.070366304022357
13177,12313,15232,2919,19.16360294117647
13179,36534,39222,2688,6.853296619244302
13181,2594,2854,260,9.110021023125437
13183,1386,2736,1350,49.34210526315789
13185,97614,99438,1824,1.8343088155433538
13187,12386,16864,4478,26.55360531309298
13189,13612,14534,922,6.343745699738544
13191,3220,3476,256,7.3647871116225545
13193,4739,5750,1011,17.582608695652173
13195,7138,7832,694,8.861082737487232
13197,2230,2614,384,14.690130068859986
13199,8554,9326,772,8.277932661376797
13201,3426,3780,354,9.365079365079366
13205,12980,13334,354,2.6548672566371683
13207,15164,16196,1032,6.371943689799951
13209,3404,3034,-370,-12.195121951219512
13211,15464,17286,1822,10.540321647576073
13213,15164,16540,1376,8.319226118500604
13215,183714,182946,-768,-0.4197960053786363
13217,51972,51264,-708,-1.3810861423220975
13219,26976,29918,2942,9.833545023063039
13221,3634,4098,464,11.322596388482186
13223,51782,60050,8268,13.768526228143212
13225,19622,21094,1472,6.978287664738788
13227,15236,17866,2630,14.72069853352737
13229,8282,9452,1170,12.378332628015235
13231,6028,6884,856,12.434631028471818
13233,22064,22736,672,2.955665024630542
13235,5332,5614,282,5.023156394727467
13237,11440,12778,1338,10.471122241352324
13239,546,616,70,11.363636363636363
13241,10394,11612,1218,10.48914915604547
13243,3416,3568,152,4.260089686098654
13245,204378,208752,4374,2.0953092664980457
13247,65686,72858,7172,9.843805759147932
13249,1630,2272,642,28.257042253521124
13251,5952,5820,-132,-2.268041237113402
13253,4654,5096,442,8.673469387755102
13255,44106,47438,3332,7.023904886378009
13257,16636,17574,938,5.337430294753613
13259,2874,3350,476,14.208955223880599
13261,20440,20992,552,2.629573170731707
13263,1426,1676,250,14.916467780429594
13265,209,436,227,52.06422018348624
13267,11318,11596,278,2.3973784063470163
13269,2962,3286,324,9.860012172854535
13271,4468,4158,-310,-7.455507455507456
13273,3558,4466,908,20.33139274518585
13275,39520,42110,2590,6.150558062218001
13277,41912,45074,3162,7.015130674002751
13279,23850,24952,1102,4.4164796409105485
13281,6622,6920,298,4.30635838150289
13283,2060,2146,86,4.007455731593663
13285,77566,82880,5314,6.411679536679536
13287,3786,4020,234,5.820895522388059
13289,3622,3336,-286,-8.57314148681055
13291,13898,15710,1812,11.53405474220242
13293,12942,14416,1474,10.224750277469479
13295,26750,30172,3422,11.341641256794379
13297,46464,54742,8278,15.12184428774981
13299,30202,29534,-668,-2.261799959368863
13301,2619,3358,739,22.00714711137582
13303,12084,12926,842,6.514002785084326
13305,16304,17316,1012,5.844305844305844
13307,933,1138,205,18.014059753954307
13309,2064,2492,428,17.174959871589085
13311,17834,19270,1436,7.451997924234561
13313,109776,116008,6232,5.372043307358113
13315,1705,2308,603,26.126516464471404
13317,4990,5490,500,9.107468123861565
13319,7056,5748,-1308,-22.755741127348646
13321,5672,6022,350,5.812022583859183
13999,134803,442724,307921,69.5514586966146
15000,1242426,1412139,169713,12.018151187666371
15001,128006,149526,21520,14.39214584754491
15003,809700,915060,105360,11.513999082027409
15007,48973,60578,11605,19.157119746442604
15009,119449,137121,17672,12.887887340378207
15999,5368,13114,7746,59.0666463321641
16000,1645309,1836587,191278,10.414861915063103
16001,511146,572660,61514,10.74180141794433
16003,1916,1992,76,3.815261044176707
16005,68238,73994,5756,7.779009108846663
16007,3500,3850,350,9.090909090909092
16009,6858,6684,-174,-2.6032315978456015
16011,29694,31396,1702,5.421072748120779
16013,26164,29860,3696,12.377762893503014
16015,2991,3836,845,22.028154327424403
16017,29406,32252,2846,8.824258960684608
16019,111638,124964,13326,10.663871194904132
16021,7212,7840,628,8.010204081632653
16023,17870,20438,2568,12.56483021822096
16025,546,682,136,19.941348973607038
16027,152010,177220,25210,14.225256743031261
16029,7018,7052,34,0.4821327283040272
16031,23264,24528,1264,5.153294194390084
16033,470,536,66,12.313432835820896
16035,5332,5566,234,4.2040962989579596
16037,2598,2930,332,11.331058020477816
16039,14364,14914,550,3.6878101113048145
16041,7502,8600,1098,12.767441860465118
16043,5912,6914,1002,14.492334393983223
16045,8128,9222,1094,11.862936456300153
16047,12404,13256,852,6.427278213639107
16049,8758,9174,416,4.5345541748419445
16051,14548,15964,1416,8.869957404159358
16053,21168,23572,2404,10.198540641438996
16055,127630,140102,12472,8.902085623331573
16057,21876,29212,7336,25.11296727372313
16059,4796,5564,768,13.803019410496045
16061,3262,3290,28,0.851063829787234
16063,2885,3522,637,18.086314593980692
16065,32928,35188,2260,6.422644083210185
16067,15994,18600,2606,14.010752688172042
16069,41248,44052,2804,6.365204758013257
16071,1923,3364,1441,42.8359096313912
16073,6116,6090,-26,-0.4269293924466338
16075,13306,14010,704,5.024982155603141
16077,6434,7782,1348,17.322025186327423
16079,9530,9916,386,3.892698668818072
16081,6870,9088,2218,24.405809859154928
16083,78992,84478,5486,6.493998437463008
16085,9536,10932,1396,12.769849981705086
16087,5578,6072,494,8.13570487483531
16999,32238,48942,16704,34.13019492460464
17000,11897402,12920009,1022607,7.914909347199371
17001,59041,61073,2032,3.327165850703256
17003,1718,1782,64,3.5914702581369253
17005,8336,9052,716,7.909854175872735
17007,34624,23192,-11432,-49.292859606760956
17009,8060,8929,869,9.732332848023296
17011,21222,20174,-1048,-5.194805194805195
17013,1372,1452,80,5.5096418732782375
17015,8054,7782,-272,-3.4952454381906963
17017,10492,10988,496,4.514015289406625
17019,153669,164098,10429,6.3553486331338584
17021,16453,16918,465,2.748551838278756
17023,8498,8824,326,3.694469628286491
17025,9374,9396,22,0.23414218816517665
17027,20970,22011,1041,4.729453455090637
17029,41287,44393,3106,6.996598562836483
17031,4757436,5163622,406186,7.86630005062338
17033,11627,13067,1440,11.020127037575572
17035,5606,6014,408,6.784170269371466
17037,60381,63252,2871,4.538986909504838
17039,9296,9956,660,6.629168340699076
17041,14642,15454,812,5.254303093050343
17043,1104743,1208021,103278,8.549354688370483
17045,12389,12851,462,3.5950509687962025
17047,4084,4162,78,1.8740989908697743
17049,42256,45131,2875,6.370344109370499
17051,9629,8734,-895,-10.247309365697275
17053,8958,11138,2180,19.572634225175076
17055,16366,17694,1328,7.505369051655928
17057,13367,14703,1336,9.086580969870095
17059,1708,1826,118,6.4622124863088715
17061,4492,4552,60,1.3181019332161688
17063,41516,43156,1640,3.800166836592826
17065,3686,4116,430,10.44703595724004
17067,7582,8224,642,7.806420233463035
17069,1294,1588,294,18.513853904282115
17071,2094,2362,268,11.346316680779001
17073,23112,23789,677,2.8458531253940897
17075,14166,14492,326,2.249516974882694
17077,39497,40917,1420,3.4704401593469707
17079,4100,4324,224,5.180388529139686
17081,35430,36508,1078,2.9527774734304812
17083,9686,10374,688,6.631964526701369
17085,13216,14564,1348,9.25569898379566
17087,3391,3617,226,6.24827204865911
17089,360681,399392,38711,9.692482573511738
17091,78368,77634,-734,-0.9454620398279104
17093,55172,60778,5606,9.223732271545625
17095,29372,30752,1380,4.487513007284079
17097,603045,619305,16260,2.6255237726160776
17099,77474,79240,1766,2.2286723876829884
17101,7359,6587,-772,-11.7200546531046
17103,24968,25292,324,1.2810374822078128
17105,23097,25257,2160,8.552084570614086
17107,14929,14204,-725,-5.104196001126443
17109,15805,17144,1339,7.810312645823611
17111,180858,193434,12576,6.501442352430287
17113,144127,167530,23403,13.969438309556498
17115,83886,84940,1054,1.2408759124087592
17117,19468,20408,940,4.606036848294787
17119,202028,207770,5742,2.763632863262261
17121,24128,25466,1338,5.254064242519438
17123,5594,5616,22,0.39173789173789175
17125,5512,5546,34,0.6130544536602958
17127,5576,5782,206,3.5627810446212385
17129,3188,3504,316,9.018264840182647
17131,5814,6038,224,3.7098376946008615
17133,15894,16938,1044,6.163655685441021
17135,14896,15782,886,5.613990622227854
17137,26978,27558,580,2.104652006676827
17139,9674,10028,354,3.5301156761069006
17141,28800,29922,1122,3.749749348305594
17143,186707,198789,12082,6.077801085573145
17145,7516,7659,143,1.867084475780128
17147,6724,7438,714,9.59935466523259
